Query,Answer,Label
Are there any fee concessions available?,"No, course changes are not allowed after admission.",0
What is the average fee for the course?,The course starts on 01/08/2024.,5
What is the average fee for the course?,"Yes, there is an entrance exam on 30/05/2024.",1
Are online classes available?,The course duration is 4 years.,6
Is there an entrance exam?,The course starts on 01/08/2024.,3
What are the class timings?,"Yes, there is an entrance exam on 30/05/2024.",4
When does the course start?,Candidates must have completed 12th grade.,2
Can I change my course after admission?,The course duration is 4 years.,6
When does the course start?,The average fee is $5000 per year.,5
Are there any fee concessions available?,You can contact the admissions office via email.,5
When does the course start?,"12th grade mark sheet, ID proof, and photos are required.",2
Is there a student council?,You can contact the admissions office via email.,3
How can I contact the admissions office?,"Yes, there is an active student council.",4
How can I contact the admissions office?,Candidates must have completed 12th grade.,1
Is there a student council?,Classes are held from 9 AM to 5 PM.,4
Are there any fee concessions available?,The course duration is 4 years.,5
Are online classes available?,You can contact the admissions office via email.,0
Are there any part-time job opportunities?,The course duration is 4 years.,1
Is there an entrance exam?,The course starts on 01/08/2024.,5
How many classes are there each week?,"Yes, there are part-time job opportunities available.",0
What is the last date to apply?,The course duration is 4 years.,3
Where can I find the syllabus?,"Yes, the institute provides transport facilities.",0
How can I contact the admissions office?,The hostel has single and shared accommodations.,0
What is the average fee for the course?,You can contact the admissions office via email.,6
What courses are offered in BSCS?,The average fee is $5000 per year.,5
What are the class timings?,The course starts on 01/08/2024.,5
What courses are offered in BSCS?,There are 5 classes per week for each subject.,3
What are the class timings?,"Yes, online classes are available.",0
What courses are offered in BSCS?,There are 5 classes per week for each subject.,6
Where can I find the syllabus?,"Yes, admissions are open from 01/01/2024.",3
What is the last date to apply?,"Yes, there are part-time job opportunities available.",1
How many classes are there each week?,The course starts on 01/08/2024.,4
What documents are required?,"Yes, admissions are open from 01/01/2024.",5
What are the hostel facilities like?,"Yes, online classes are available.",3
What is the last date to apply?,"Yes, scholarships and fee concessions are offered.",6
Is there a student council?,"No, course changes are not allowed after admission.",3
What is the duration of the course?,The course duration is 4 years.,5
What is the last date to apply?,The average fee is $5000 per year.,3
Is there transport available for students?,"Yes, there are part-time job opportunities available.",0
Are there any part-time job opportunities?,The course duration is 4 years.,2
Can I change my course after admission?,"12th grade mark sheet, ID proof, and photos are required.",4
Can I change my course after admission?,You can contact the admissions office via email.,3
What are the class timings?,The hostel has single and shared accommodations.,0
What is the last date to apply?,"Yes, the institute provides transport facilities.",1
What are the eligibility criteria?,"Courses include Data Structures, Algorithms, etc.",0
What documents are required?,"Yes, there is an active student council.",1
Is there transport available for students?,You can contact the admissions office via email.,1
Is there an entrance exam?,"Yes, online classes are available.",2
What is the last date to apply?,"Yes, admissions are open from 01/01/2024.",1
Is there an entrance exam?,"Yes, there are part-time job opportunities available.",0
Can I change my course after admission?,"Yes, there is an active student council.",2
What are the class timings?,You can contact the admissions office via email.,1
Is there a student council?,"Yes, there are part-time job opportunities available.",3
What are the class timings?,Classes are held from 9 AM to 5 PM.,2
Are admissions open?,Candidates must have completed 12th grade.,2
When does the course start?,Classes are held from 9 AM to 5 PM.,3
Are there any fee concessions available?,The syllabus is available on the official website.,2
Is there a student council?,"Yes, scholarships and fee concessions are offered.",0
When does the course start?,The average fee is $5000 per year.,2
What is the average fee for the course?,"Yes, there is an active student council.",6
Where can I find the syllabus?,"Yes, admissions are open from 01/01/2024.",2
What is the duration of the course?,There are 5 classes per week for each subject.,3
What is the duration of the course?,The average fee is $5000 per year.,3
Are online classes available?,There are 5 classes per week for each subject.,5
Are online classes available?,The average fee is $5000 per year.,2
What documents are required?,The last date to apply is 15/05/2024.,4
What is the last date to apply?,The last date to apply is 15/05/2024.,6
Is there an entrance exam?,Candidates must have completed 12th grade.,5
Are there any part-time job opportunities?,The course duration is 4 years.,5
What courses are offered in BSCS?,"12th grade mark sheet, ID proof, and photos are required.",0
Can I change my course after admission?,"Yes, admissions are open from 01/01/2024.",5
Is there an entrance exam?,"Yes, the institute provides transport facilities.",2
Are there any fee concessions available?,"Courses include Data Structures, Algorithms, etc.",0
What is the average fee for the course?,"Courses include Data Structures, Algorithms, etc.",4
Are admissions open?,"Yes, there are part-time job opportunities available.",3
What documents are required?,"Yes, there is an active student council.",0
Are admissions open?,"Yes, there is an entrance exam on 30/05/2024.",1
What documents are required?,"12th grade mark sheet, ID proof, and photos are required.",3
When does the course start?,The hostel has single and shared accommodations.,3
How can I contact the admissions office?,You can contact the admissions office via email.,1
What is the duration of the course?,Classes are held from 9 AM to 5 PM.,6
Are online classes available?,The syllabus is available on the official website.,1
What are the eligibility criteria?,"Yes, admissions are open from 01/01/2024.",1
What are the hostel facilities like?,Candidates must have completed 12th grade.,1
What is the duration of the course?,"No, course changes are not allowed after admission.",1
Are admissions open?,The syllabus is available on the official website.,3
Is there a student council?,The last date to apply is 15/05/2024.,6
What are the eligibility criteria?,Classes are held from 9 AM to 5 PM.,5
What is the average fee for the course?,Candidates must have completed 12th grade.,5
What is the duration of the course?,The course duration is 4 years.,2
What courses are offered in BSCS?,"Courses include Data Structures, Algorithms, etc.",2
Are there any part-time job opportunities?,Candidates must have completed 12th grade.,5
Are there any fee concessions available?,The course duration is 4 years.,4
Are there any fee concessions available?,Classes are held from 9 AM to 5 PM.,6
Is there transport available for students?,You can contact the admissions office via email.,0
Are there any fee concessions available?,"Yes, scholarships and fee concessions are offered.",1
Can I change my course after admission?,"Courses include Data Structures, Algorithms, etc.",1
What is the duration of the course?,Candidates must have completed 12th grade.,5
What is the duration of the course?,Candidates must have completed 12th grade.,4
What is the last date to apply?,"Yes, the institute provides transport facilities.",2
Are there any part-time job opportunities?,The syllabus is available on the official website.,4
Are there any part-time job opportunities?,"12th grade mark sheet, ID proof, and photos are required.",5
Is there an entrance exam?,The syllabus is available on the official website.,1
Are admissions open?,"Yes, admissions are open from 01/01/2024.",6
Is there transport available for students?,The last date to apply is 15/05/2024.,2
Is there an entrance exam?,The course duration is 4 years.,3
Are there any part-time job opportunities?,"Yes, online classes are available.",5
Are online classes available?,"Yes, online classes are available.",3
What are the hostel facilities like?,"No, course changes are not allowed after admission.",3
Are there any part-time job opportunities?,"Yes, there is an entrance exam on 30/05/2024.",4
Where can I find the syllabus?,Candidates must have completed 12th grade.,1
How many classes are there each week?,The course starts on 01/08/2024.,2
What are the class timings?,The hostel has single and shared accommodations.,3
What are the class timings?,"Yes, scholarships and fee concessions are offered.",5
What are the class timings?,Classes are held from 9 AM to 5 PM.,2
How many classes are there each week?,"12th grade mark sheet, ID proof, and photos are required.",0
What is the duration of the course?,"12th grade mark sheet, ID proof, and photos are required.",5
What are the hostel facilities like?,There are 5 classes per week for each subject.,1
What documents are required?,Candidates must have completed 12th grade.,6
Are there any part-time job opportunities?,Candidates must have completed 12th grade.,5
How can I contact the admissions office?,The hostel has single and shared accommodations.,5
Are there any part-time job opportunities?,The course starts on 01/08/2024.,5
What documents are required?,The last date to apply is 15/05/2024.,4
What courses are offered in BSCS?,The course duration is 4 years.,0
What courses are offered in BSCS?,You can contact the admissions office via email.,1
Are online classes available?,"Yes, scholarships and fee concessions are offered.",1
How many classes are there each week?,The syllabus is available on the official website.,4
Can I change my course after admission?,The course starts on 01/08/2024.,4
Are there any part-time job opportunities?,"12th grade mark sheet, ID proof, and photos are required.",6
Where can I find the syllabus?,Classes are held from 9 AM to 5 PM.,3
What are the hostel facilities like?,There are 5 classes per week for each subject.,4
Are admissions open?,The course duration is 4 years.,2
Are admissions open?,Candidates must have completed 12th grade.,2
How can I contact the admissions office?,The syllabus is available on the official website.,3
Where can I find the syllabus?,"Yes, online classes are available.",3
What documents are required?,"Yes, there are part-time job opportunities available.",6
Can I change my course after admission?,"Yes, scholarships and fee concessions are offered.",6
How many classes are there each week?,The hostel has single and shared accommodations.,2
Are online classes available?,"Yes, there is an active student council.",5
What are the class timings?,There are 5 classes per week for each subject.,6
What is the last date to apply?,"Yes, there are part-time job opportunities available.",1
What are the eligibility criteria?,"Yes, the institute provides transport facilities.",0
Is there a student council?,Candidates must have completed 12th grade.,5
What courses are offered in BSCS?,"No, course changes are not allowed after admission.",3
How can I contact the admissions office?,The last date to apply is 15/05/2024.,4
Are online classes available?,There are 5 classes per week for each subject.,1
Are admissions open?,The average fee is $5000 per year.,2
Are online classes available?,The syllabus is available on the official website.,3
How can I contact the admissions office?,Classes are held from 9 AM to 5 PM.,6
What are the hostel facilities like?,There are 5 classes per week for each subject.,0
Where can I find the syllabus?,"Yes, the institute provides transport facilities.",3
Are admissions open?,The last date to apply is 15/05/2024.,2
Is there a student council?,"Yes, there is an active student council.",4
How many classes are there each week?,The average fee is $5000 per year.,2
What courses are offered in BSCS?,"Yes, the institute provides transport facilities.",0
How many classes are there each week?,The last date to apply is 15/05/2024.,5
Is there an entrance exam?,"Courses include Data Structures, Algorithms, etc.",4
What is the average fee for the course?,"Yes, the institute provides transport facilities.",5
Are online classes available?,The average fee is $5000 per year.,4
What is the duration of the course?,"Yes, there is an entrance exam on 30/05/2024.",2
Are there any fee concessions available?,There are 5 classes per week for each subject.,0
Is there an entrance exam?,The last date to apply is 15/05/2024.,5
What is the last date to apply?,The course duration is 4 years.,3
What are the eligibility criteria?,There are 5 classes per week for each subject.,1
Are there any fee concessions available?,Classes are held from 9 AM to 5 PM.,2
What is the duration of the course?,"No, course changes are not allowed after admission.",2
Where can I find the syllabus?,"No, course changes are not allowed after admission.",2
What is the last date to apply?,"Yes, there is an entrance exam on 30/05/2024.",0
What is the average fee for the course?,"Yes, scholarships and fee concessions are offered.",0
Is there a student council?,"Yes, there is an active student council.",2
What documents are required?,"Yes, scholarships and fee concessions are offered.",6
What are the class timings?,"Yes, there is an active student council.",1
Is there an entrance exam?,"Yes, the institute provides transport facilities.",2
What is the duration of the course?,The course starts on 01/08/2024.,4
Is there transport available for students?,The average fee is $5000 per year.,2
What are the hostel facilities like?,Candidates must have completed 12th grade.,6
What is the duration of the course?,The hostel has single and shared accommodations.,1
Where can I find the syllabus?,"No, course changes are not allowed after admission.",6
When does the course start?,"Yes, admissions are open from 01/01/2024.",4
How can I contact the admissions office?,"Yes, there is an entrance exam on 30/05/2024.",0
What is the last date to apply?,The course duration is 4 years.,3
Are online classes available?,The last date to apply is 15/05/2024.,0
Is there transport available for students?,Classes are held from 9 AM to 5 PM.,5
Are there any fee concessions available?,The course duration is 4 years.,1
Where can I find the syllabus?,"Yes, there are part-time job opportunities available.",4
What is the average fee for the course?,"Yes, there is an active student council.",6
Is there transport available for students?,Classes are held from 9 AM to 5 PM.,2
Where can I find the syllabus?,You can contact the admissions office via email.,2
Are there any part-time job opportunities?,You can contact the admissions office via email.,4
When does the course start?,The average fee is $5000 per year.,0
What is the duration of the course?,"Yes, admissions are open from 01/01/2024.",2
What is the last date to apply?,"Yes, online classes are available.",6
Are admissions open?,Candidates must have completed 12th grade.,4
Is there an entrance exam?,The last date to apply is 15/05/2024.,5
Can I change my course after admission?,"Courses include Data Structures, Algorithms, etc.",1
Is there transport available for students?,"Yes, the institute provides transport facilities.",6
Are there any part-time job opportunities?,You can contact the admissions office via email.,3
Where can I find the syllabus?,"12th grade mark sheet, ID proof, and photos are required.",0
What are the eligibility criteria?,Classes are held from 9 AM to 5 PM.,5
How many classes are there each week?,The hostel has single and shared accommodations.,4
Are online classes available?,"Yes, admissions are open from 01/01/2024.",1
Are there any fee concessions available?,The syllabus is available on the official website.,4
What are the hostel facilities like?,"Courses include Data Structures, Algorithms, etc.",3
What are the class timings?,There are 5 classes per week for each subject.,5
Is there a student council?,"No, course changes are not allowed after admission.",3
When does the course start?,The hostel has single and shared accommodations.,5
Are online classes available?,The hostel has single and shared accommodations.,0
What is the last date to apply?,Classes are held from 9 AM to 5 PM.,5
Where can I find the syllabus?,"Courses include Data Structures, Algorithms, etc.",0
Is there a student council?,The course starts on 01/08/2024.,2
Are there any part-time job opportunities?,"Yes, there are part-time job opportunities available.",3
Is there a student council?,The hostel has single and shared accommodations.,1
Are online classes available?,There are 5 classes per week for each subject.,1
Is there a student council?,There are 5 classes per week for each subject.,6
What are the hostel facilities like?,"Yes, online classes are available.",5
What courses are offered in BSCS?,You can contact the admissions office via email.,6
What are the class timings?,The hostel has single and shared accommodations.,4
Can I change my course after admission?,Classes are held from 9 AM to 5 PM.,6
How many classes are there each week?,"Courses include Data Structures, Algorithms, etc.",5
Can I change my course after admission?,The last date to apply is 15/05/2024.,5
What is the average fee for the course?,Candidates must have completed 12th grade.,4
What courses are offered in BSCS?,"Yes, online classes are available.",4
Are there any fee concessions available?,The syllabus is available on the official website.,5
When does the course start?,The last date to apply is 15/05/2024.,6
What are the eligibility criteria?,There are 5 classes per week for each subject.,3
Can I change my course after admission?,Candidates must have completed 12th grade.,1
What are the eligibility criteria?,"Yes, there is an entrance exam on 30/05/2024.",0
Can I change my course after admission?,There are 5 classes per week for each subject.,1
What is the average fee for the course?,The average fee is $5000 per year.,3
Are online classes available?,Classes are held from 9 AM to 5 PM.,4
Are there any part-time job opportunities?,The course starts on 01/08/2024.,6
What are the hostel facilities like?,The syllabus is available on the official website.,1
Are online classes available?,The course starts on 01/08/2024.,3
What is the duration of the course?,The course duration is 4 years.,2
Can I change my course after admission?,"Yes, online classes are available.",3
Are admissions open?,"12th grade mark sheet, ID proof, and photos are required.",2
Are there any part-time job opportunities?,There are 5 classes per week for each subject.,3
Is there a student council?,The last date to apply is 15/05/2024.,6
How can I contact the admissions office?,Classes are held from 9 AM to 5 PM.,1
Is there a student council?,"Courses include Data Structures, Algorithms, etc.",0
What courses are offered in BSCS?,The hostel has single and shared accommodations.,2
What are the hostel facilities like?,You can contact the admissions office via email.,6
What documents are required?,"12th grade mark sheet, ID proof, and photos are required.",1
Are admissions open?,There are 5 classes per week for each subject.,5
How many classes are there each week?,"Yes, there is an active student council.",5
When does the course start?,The average fee is $5000 per year.,4
Is there an entrance exam?,"Yes, the institute provides transport facilities.",5
What is the last date to apply?,"12th grade mark sheet, ID proof, and photos are required.",6
Are admissions open?,"Yes, there is an active student council.",6
Are online classes available?,"No, course changes are not allowed after admission.",0
What courses are offered in BSCS?,"Yes, there is an entrance exam on 30/05/2024.",1
Are there any part-time job opportunities?,There are 5 classes per week for each subject.,0
What are the eligibility criteria?,The syllabus is available on the official website.,3
Is there a student council?,"No, course changes are not allowed after admission.",0
When does the course start?,"Yes, online classes are available.",4
Are there any fee concessions available?,"12th grade mark sheet, ID proof, and photos are required.",4
Is there a student council?,The hostel has single and shared accommodations.,2
How many classes are there each week?,Candidates must have completed 12th grade.,5
What courses are offered in BSCS?,There are 5 classes per week for each subject.,4
How many classes are there each week?,"No, course changes are not allowed after admission.",4
How many classes are there each week?,"Yes, the institute provides transport facilities.",0
Is there transport available for students?,There are 5 classes per week for each subject.,3
Are online classes available?,"Yes, there is an active student council.",0
What are the hostel facilities like?,The course starts on 01/08/2024.,0
What documents are required?,"Yes, there is an active student council.",1
How many classes are there each week?,The last date to apply is 15/05/2024.,4
Is there an entrance exam?,The course starts on 01/08/2024.,2
What are the class timings?,"Yes, there is an active student council.",2
How can I contact the admissions office?,The syllabus is available on the official website.,1
Are admissions open?,Candidates must have completed 12th grade.,1
What is the duration of the course?,"Yes, online classes are available.",0
Are admissions open?,The average fee is $5000 per year.,0
Can I change my course after admission?,The course starts on 01/08/2024.,5
Where can I find the syllabus?,"Yes, there is an active student council.",0
Is there an entrance exam?,"Yes, there are part-time job opportunities available.",3
How many classes are there each week?,The course duration is 4 years.,0
What are the eligibility criteria?,"Yes, there are part-time job opportunities available.",0
When does the course start?,"Yes, there are part-time job opportunities available.",2
Are admissions open?,"Yes, the institute provides transport facilities.",5
What is the duration of the course?,The hostel has single and shared accommodations.,1
Are there any part-time job opportunities?,"12th grade mark sheet, ID proof, and photos are required.",0
What are the class timings?,The hostel has single and shared accommodations.,2
What are the class timings?,The average fee is $5000 per year.,6
What are the eligibility criteria?,The course starts on 01/08/2024.,3
Is there transport available for students?,The average fee is $5000 per year.,1
Are there any part-time job opportunities?,"Yes, online classes are available.",0
What documents are required?,The course duration is 4 years.,2
Are online classes available?,"Yes, scholarships and fee concessions are offered.",0
What documents are required?,"Courses include Data Structures, Algorithms, etc.",4
What are the class timings?,"12th grade mark sheet, ID proof, and photos are required.",2
When does the course start?,"No, course changes are not allowed after admission.",3
When does the course start?,The average fee is $5000 per year.,4
Are there any fee concessions available?,"Yes, online classes are available.",4
Is there an entrance exam?,"Yes, online classes are available.",6
Is there an entrance exam?,"Courses include Data Structures, Algorithms, etc.",2
Can I change my course after admission?,The syllabus is available on the official website.,2
What is the last date to apply?,The course starts on 01/08/2024.,1
Are there any fee concessions available?,You can contact the admissions office via email.,0
How can I contact the admissions office?,The course starts on 01/08/2024.,1
What documents are required?,The course duration is 4 years.,4
Are there any part-time job opportunities?,"Yes, admissions are open from 01/01/2024.",2
What are the class timings?,The last date to apply is 15/05/2024.,0
Are online classes available?,"Courses include Data Structures, Algorithms, etc.",4
Can I change my course after admission?,"Yes, admissions are open from 01/01/2024.",3
What is the average fee for the course?,"Yes, scholarships and fee concessions are offered.",6
Are there any fee concessions available?,"Yes, admissions are open from 01/01/2024.",2
Where can I find the syllabus?,The syllabus is available on the official website.,0
What documents are required?,"Courses include Data Structures, Algorithms, etc.",4
What is the last date to apply?,"12th grade mark sheet, ID proof, and photos are required.",5
Are admissions open?,The hostel has single and shared accommodations.,6
Is there transport available for students?,"12th grade mark sheet, ID proof, and photos are required.",5
What documents are required?,"Yes, scholarships and fee concessions are offered.",5
What is the last date to apply?,"Yes, admissions are open from 01/01/2024.",0
How can I contact the admissions office?,The average fee is $5000 per year.,1
Are online classes available?,The last date to apply is 15/05/2024.,3
Where can I find the syllabus?,"No, course changes are not allowed after admission.",1
What documents are required?,"12th grade mark sheet, ID proof, and photos are required.",1
Can I change my course after admission?,You can contact the admissions office via email.,2
Are online classes available?,The average fee is $5000 per year.,2
How many classes are there each week?,The average fee is $5000 per year.,5
Can I change my course after admission?,"Yes, admissions are open from 01/01/2024.",6
Where can I find the syllabus?,"Yes, online classes are available.",1
When does the course start?,"Yes, there is an active student council.",6
When does the course start?,"Yes, the institute provides transport facilities.",3
Are there any part-time job opportunities?,"Yes, scholarships and fee concessions are offered.",2
What is the duration of the course?,Classes are held from 9 AM to 5 PM.,2
What are the hostel facilities like?,The course starts on 01/08/2024.,5
What courses are offered in BSCS?,The course duration is 4 years.,3
What is the average fee for the course?,"Yes, there is an entrance exam on 30/05/2024.",0
Are online classes available?,"Yes, online classes are available.",1
How many classes are there each week?,The syllabus is available on the official website.,1
What is the duration of the course?,"Yes, online classes are available.",5
Where can I find the syllabus?,"Yes, the institute provides transport facilities.",3
Are online classes available?,"Yes, scholarships and fee concessions are offered.",4
Are there any fee concessions available?,"Courses include Data Structures, Algorithms, etc.",3
What are the hostel facilities like?,"Yes, online classes are available.",4
What are the eligibility criteria?,The syllabus is available on the official website.,1
Is there transport available for students?,Candidates must have completed 12th grade.,1
Where can I find the syllabus?,"No, course changes are not allowed after admission.",0
Are there any fee concessions available?,Classes are held from 9 AM to 5 PM.,5
How many classes are there each week?,The average fee is $5000 per year.,1
Can I change my course after admission?,The hostel has single and shared accommodations.,1
What is the duration of the course?,Classes are held from 9 AM to 5 PM.,5
What is the last date to apply?,The course starts on 01/08/2024.,3
Can I change my course after admission?,"Yes, scholarships and fee concessions are offered.",1
Where can I find the syllabus?,The course starts on 01/08/2024.,3
What documents are required?,The course starts on 01/08/2024.,6
What are the eligibility criteria?,"Yes, the institute provides transport facilities.",1
Is there transport available for students?,"Yes, there is an active student council.",2
Are online classes available?,The hostel has single and shared accommodations.,1
Is there transport available for students?,The last date to apply is 15/05/2024.,3
Is there a student council?,"Yes, scholarships and fee concessions are offered.",3
What are the class timings?,"Yes, the institute provides transport facilities.",3
What are the eligibility criteria?,"No, course changes are not allowed after admission.",2
Are admissions open?,"Yes, admissions are open from 01/01/2024.",1
Is there an entrance exam?,There are 5 classes per week for each subject.,6
Are admissions open?,"Yes, admissions are open from 01/01/2024.",0
What are the hostel facilities like?,You can contact the admissions office via email.,6
What are the eligibility criteria?,"Courses include Data Structures, Algorithms, etc.",3
Are admissions open?,"Courses include Data Structures, Algorithms, etc.",6
Are there any part-time job opportunities?,The syllabus is available on the official website.,2
What are the hostel facilities like?,The hostel has single and shared accommodations.,1
Is there a student council?,The last date to apply is 15/05/2024.,6
How many classes are there each week?,Candidates must have completed 12th grade.,3
Is there transport available for students?,Classes are held from 9 AM to 5 PM.,6
What are the class timings?,The course starts on 01/08/2024.,6
What courses are offered in BSCS?,Candidates must have completed 12th grade.,4
What is the duration of the course?,The course duration is 4 years.,1
Is there a student council?,"Yes, there are part-time job opportunities available.",6
Can I change my course after admission?,"Yes, there is an entrance exam on 30/05/2024.",6
What courses are offered in BSCS?,Candidates must have completed 12th grade.,6
What documents are required?,The average fee is $5000 per year.,0
When does the course start?,The course starts on 01/08/2024.,5
Where can I find the syllabus?,You can contact the admissions office via email.,2
Is there an entrance exam?,"Yes, there are part-time job opportunities available.",6
What is the average fee for the course?,"Yes, admissions are open from 01/01/2024.",2
Is there a student council?,The average fee is $5000 per year.,4
Where can I find the syllabus?,You can contact the admissions office via email.,1
What are the class timings?,The syllabus is available on the official website.,0
What are the class timings?,You can contact the admissions office via email.,4
Is there an entrance exam?,"No, course changes are not allowed after admission.",5
Where can I find the syllabus?,There are 5 classes per week for each subject.,0
Is there transport available for students?,"Yes, scholarships and fee concessions are offered.",2
Are there any part-time job opportunities?,The average fee is $5000 per year.,4
What is the last date to apply?,The syllabus is available on the official website.,2
Are admissions open?,"Yes, online classes are available.",5
Is there an entrance exam?,"Courses include Data Structures, Algorithms, etc.",6
Are online classes available?,"Courses include Data Structures, Algorithms, etc.",2
Are online classes available?,Candidates must have completed 12th grade.,4
How many classes are there each week?,"Yes, online classes are available.",3
What is the average fee for the course?,Classes are held from 9 AM to 5 PM.,4
Is there an entrance exam?,"Yes, online classes are available.",5
Is there an entrance exam?,The syllabus is available on the official website.,5
What courses are offered in BSCS?,"No, course changes are not allowed after admission.",0
What are the hostel facilities like?,"Yes, online classes are available.",1
How can I contact the admissions office?,The last date to apply is 15/05/2024.,6
Are there any fee concessions available?,"Yes, admissions are open from 01/01/2024.",6
Are online classes available?,Classes are held from 9 AM to 5 PM.,0
Are admissions open?,The average fee is $5000 per year.,1
How can I contact the admissions office?,"Yes, the institute provides transport facilities.",1
How can I contact the admissions office?,Candidates must have completed 12th grade.,4
When does the course start?,"Yes, there are part-time job opportunities available.",0
What is the average fee for the course?,"Courses include Data Structures, Algorithms, etc.",2
Is there a student council?,You can contact the admissions office via email.,3
How can I contact the admissions office?,"Yes, there are part-time job opportunities available.",6
What are the eligibility criteria?,The course starts on 01/08/2024.,0
How many classes are there each week?,"Courses include Data Structures, Algorithms, etc.",1
How can I contact the admissions office?,The course duration is 4 years.,3
Is there transport available for students?,The course duration is 4 years.,2
Are online classes available?,"No, course changes are not allowed after admission.",2
What documents are required?,"Yes, scholarships and fee concessions are offered.",2
Is there transport available for students?,"Yes, admissions are open from 01/01/2024.",5
What documents are required?,You can contact the admissions office via email.,0
Is there a student council?,Candidates must have completed 12th grade.,5
What courses are offered in BSCS?,The average fee is $5000 per year.,1
Are there any fee concessions available?,"Yes, the institute provides transport facilities.",4
Are admissions open?,"Yes, there is an active student council.",5
Are online classes available?,"Yes, there is an active student council.",6
When does the course start?,The course starts on 01/08/2024.,4
Is there transport available for students?,The syllabus is available on the official website.,4
What courses are offered in BSCS?,The average fee is $5000 per year.,2
What are the hostel facilities like?,"Yes, admissions are open from 01/01/2024.",6
What is the duration of the course?,"Yes, there are part-time job opportunities available.",4
Are online classes available?,Classes are held from 9 AM to 5 PM.,5
Are there any part-time job opportunities?,"No, course changes are not allowed after admission.",2
What is the duration of the course?,"Courses include Data Structures, Algorithms, etc.",3
What is the average fee for the course?,The hostel has single and shared accommodations.,4
What courses are offered in BSCS?,"Yes, there is an active student council.",4
Is there an entrance exam?,"Courses include Data Structures, Algorithms, etc.",0
What are the hostel facilities like?,"Courses include Data Structures, Algorithms, etc.",4
Are there any part-time job opportunities?,The course duration is 4 years.,5
What is the duration of the course?,The last date to apply is 15/05/2024.,2
Are there any fee concessions available?,"Courses include Data Structures, Algorithms, etc.",2
What is the duration of the course?,The course duration is 4 years.,1
What is the duration of the course?,The last date to apply is 15/05/2024.,6
Is there a student council?,"No, course changes are not allowed after admission.",5
Where can I find the syllabus?,"Yes, admissions are open from 01/01/2024.",3
What is the last date to apply?,The course duration is 4 years.,5
Is there transport available for students?,"No, course changes are not allowed after admission.",6
What is the duration of the course?,"Yes, admissions are open from 01/01/2024.",1
What are the hostel facilities like?,The hostel has single and shared accommodations.,1
Are online classes available?,The course duration is 4 years.,2
How many classes are there each week?,"No, course changes are not allowed after admission.",1
Is there a student council?,"No, course changes are not allowed after admission.",4
What documents are required?,The hostel has single and shared accommodations.,4
What are the hostel facilities like?,"Yes, there is an active student council.",2
What is the average fee for the course?,You can contact the admissions office via email.,3
Are online classes available?,"Courses include Data Structures, Algorithms, etc.",6
Is there a student council?,The hostel has single and shared accommodations.,1
What is the duration of the course?,Candidates must have completed 12th grade.,5
Are admissions open?,"Yes, there is an active student council.",1
Are there any part-time job opportunities?,Candidates must have completed 12th grade.,1
Is there an entrance exam?,You can contact the admissions office via email.,3
How many classes are there each week?,The syllabus is available on the official website.,3
Is there an entrance exam?,The course duration is 4 years.,0
How can I contact the admissions office?,There are 5 classes per week for each subject.,6
Is there a student council?,"No, course changes are not allowed after admission.",5
What courses are offered in BSCS?,"Yes, admissions are open from 01/01/2024.",1
What is the last date to apply?,"Yes, there are part-time job opportunities available.",2
Is there an entrance exam?,Classes are held from 9 AM to 5 PM.,1
What documents are required?,The syllabus is available on the official website.,1
Is there transport available for students?,The average fee is $5000 per year.,2
What is the average fee for the course?,"Yes, there is an active student council.",5
Are there any fee concessions available?,The average fee is $5000 per year.,1
Can I change my course after admission?,Classes are held from 9 AM to 5 PM.,5
Are online classes available?,You can contact the admissions office via email.,4
How can I contact the admissions office?,"12th grade mark sheet, ID proof, and photos are required.",2
Are there any fee concessions available?,"Yes, online classes are available.",4
Are admissions open?,"Yes, there are part-time job opportunities available.",4
What are the hostel facilities like?,"12th grade mark sheet, ID proof, and photos are required.",6
Are admissions open?,"Yes, the institute provides transport facilities.",0
Can I change my course after admission?,"Yes, admissions are open from 01/01/2024.",3
What courses are offered in BSCS?,The hostel has single and shared accommodations.,1
Where can I find the syllabus?,The last date to apply is 15/05/2024.,1
Are there any fee concessions available?,"No, course changes are not allowed after admission.",4
Are admissions open?,"Yes, there is an active student council.",4
Are there any part-time job opportunities?,The course starts on 01/08/2024.,0
What is the last date to apply?,The hostel has single and shared accommodations.,5
Are there any part-time job opportunities?,Candidates must have completed 12th grade.,5
What are the class timings?,The syllabus is available on the official website.,4
What is the duration of the course?,"Yes, there are part-time job opportunities available.",2
Are admissions open?,"Yes, admissions are open from 01/01/2024.",1
How many classes are there each week?,"Yes, admissions are open from 01/01/2024.",2
Are there any fee concessions available?,The course starts on 01/08/2024.,1
How can I contact the admissions office?,The syllabus is available on the official website.,3
What courses are offered in BSCS?,"12th grade mark sheet, ID proof, and photos are required.",6
What is the average fee for the course?,"12th grade mark sheet, ID proof, and photos are required.",5
When does the course start?,The syllabus is available on the official website.,0
How many classes are there each week?,"Yes, the institute provides transport facilities.",2
Is there transport available for students?,"Yes, the institute provides transport facilities.",2
Can I change my course after admission?,The average fee is $5000 per year.,6
What are the eligibility criteria?,"No, course changes are not allowed after admission.",6
What are the hostel facilities like?,"Yes, the institute provides transport facilities.",3
How many classes are there each week?,The last date to apply is 15/05/2024.,3
What are the eligibility criteria?,"No, course changes are not allowed after admission.",3
